author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://www.cian.ru/sale/flat/302073422/,22,53,4,130.0,100000000.0,Ломоносовский проспект
developer,https://www.cian.ru/sale/flat/306067985/,20,57,4,95.82,56284668.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/303828250/,7,18,4,162.8,78000000.0,Профсоюзная
real_estate_agent,https://www.cian.ru/sale/flat/302736792/,5,12,4,155.2,117160000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/303570225/,2,6,4,171.0,179895000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/295152257/,40,60,4,175.0,243000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/295152325/,40,60,4,175.0,243000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/299604103/,6,6,4,340.0,291690000.0,Добрынинская
real_estate_agent,https://www.cian.ru/sale/flat/307293942/,66,73,4,320.0,635000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/279148561/,66,73,4,426.0,639000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/307386734/,5,19,4,92.0,53000000.0,Белокаменная
real_estate_agent,https://www.cian.ru/sale/flat/308100069/,11,13,4,120.0,56500000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/308749085/,20,29,4,100.0,60000000.0,Кунцевская
real_estate_agent,https://www.cian.ru/sale/flat/305927897/,12,19,4,131.7,73500000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/301838740/,20,21,4,125.5,87000000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/306602222/,5,17,4,117.2,130000000.0,Серпуховская
real_estate_agent,https://www.cian.ru/sale/flat/309098332/,2,5,4,140.0,150000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/306318054/,2,8,4,181.5,170000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/294814361/,4,6,4,190.6,217080000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/299368091/,14,15,4,220.0,379197000.0,Студенческая
real_estate_agent,https://www.cian.ru/sale/flat/309003172/,8,8,4,222.0,399000000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/302445879/,2,8,4,246.0,476427000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/300341986/,3,4,4,241.2,550000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/306856063/,27,30,4,83.0,28500000.0,Дубровка
real_estate_agent,https://www.cian.ru/sale/flat/304393085/,21,40,4,84.5,39500000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/302659435/,2,5,4,87.0,39500000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/300539752/,3,5,4,109.1,45000000.0,Студенческая
real_estate_agent,https://www.cian.ru/sale/flat/306693791/,6,8,4,90.0,45000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/305968107/,2,9,4,114.9,50000000.0,Преображенская площадь
real_estate_agent,https://www.cian.ru/sale/flat/304950407/,2,9,4,120.0,53500000.0,Проспект Мира
real_estate_agent,https://www.cian.ru/sale/flat/306504816/,2,10,4,110.0,55000000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/296524128/,15,20,4,125.0,62000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/300657224/,5,12,4,120.0,65000000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/307313181/,12,13,4,128.0,66000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/306885853/,12,52,4,108.0,66990000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/301081978/,6,7,4,127.0,67000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/307944949/,4,7,4,124.0,69000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/308108013/,21,30,4,155.0,70000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/304316370/,6,8,4,132.0,71700000.0,Маяковская
homeowner,https://www.cian.ru/sale/flat/308380732/,28,32,4,133.0,73000000.0,Зюзино
real_estate_agent,https://www.cian.ru/sale/flat/307896069/,11,21,4,115.0,74000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/301369037/,22,22,4,115.6,81500000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/300752536/,27,32,4,140.0,81500000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/298645481/,16,17,4,141.0,85000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/309146581/,14,35,4,148.0,85000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/304198504/,19,29,4,162.7,88500000.0,Дубровка
real_estate_agent,https://www.cian.ru/sale/flat/304290075/,7,8,4,129.0,88000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/307947504/,4,14,4,104.0,99000000.0,Достоевская
real_estate_agent,https://www.cian.ru/sale/flat/306460445/,6,7,4,110.0,105223000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/291019005/,6,7,4,185.0,110000000.0,Менделеевская
real_estate_agent,https://www.cian.ru/sale/flat/302558198/,6,9,4,156.5,110000000.0,Боровицкая
real_estate_agent,https://www.cian.ru/sale/flat/308810504/,18,18,4,212.0,114000000.0,Шаболовская
real_estate_agent,https://www.cian.ru/sale/flat/308347564/,30,67,4,118.7,117500000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/286073988/,4,6,4,168.0,119000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/301707523/,13,22,4,159.0,125000000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/304838030/,7,13,4,192.0,127000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/309085487/,12,26,4,123.0,130000000.0,Молодёжная
real_estate_agent,https://www.cian.ru/sale/flat/300539708/,3,8,4,260.0,129900000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/305062351/,18,18,4,227.2,135000000.0,Студенческая
real_estate_agent,https://www.cian.ru/sale/flat/308424935/,16,67,4,131.4,141000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/296984523/,12,17,4,177.0,169900000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306945052/,9,18,4,170.0,189598500.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306852843/,11,21,4,165.35,214955000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/285464681/,4,5,4,184.0,213906000.0,Александровский сад
real_estate_agent,https://www.cian.ru/sale/flat/296458781/,2,7,4,161.6,265500000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/308689678/,2,7,4,330.0,285000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/301663924/,6,8,4,160.0,290000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/289514740/,2,5,4,128.0,345600000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/305368506/,10,14,4,153.0,451350000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/305495338/,5,8,4,286.5,1300000000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/308049593/,2,9,4,62.8,10800000.0,Зеленоград — Крюково
real_estate_agent,https://www.cian.ru/sale/flat/309102337/,1,9,4,64.0,12490000.0,Домодедовская
real_estate_agent,https://www.cian.ru/sale/flat/307139038/,20,21,4,117.2,14000000.0,Остафьево
real_estate_agent,https://www.cian.ru/sale/flat/307086320/,17,21,4,118.0,14390000.0,Остафьево
real_estate_agent,https://www.cian.ru/sale/flat/308675481/,2,9,4,62.2,15000000.0,Пражская
real_estate_agent,https://www.cian.ru/sale/flat/301602471/,2,14,4,86.1,16000000.0,Бульвар Дмитрия Донского
real_estate_agent,https://www.cian.ru/sale/flat/308718940/,15,25,4,99.0,18900000.0,Рассказовка
real_estate_agent,https://www.cian.ru/sale/flat/298687647/,3,8,4,94.6,24500000.0,Сосенки
real_estate_agent,https://www.cian.ru/sale/flat/307056327/,4,5,4,97.1,25000000.0,Бульвар Рокоссовского
real_estate_agent,https://www.cian.ru/sale/flat/308906531/,4,16,4,85.4,25500000.0,Потапово
real_estate_agent,https://www.cian.ru/sale/flat/308105458/,1,15,4,91.0,26000000.0,Грачёвская
real_estate_agent,https://www.cian.ru/sale/flat/309256195/,18,22,4,100.0,28500000.0,Отрадное
real_estate_agent,https://www.cian.ru/sale/flat/307961672/,3,14,4,98.5,28500000.0,Потапово
real_estate_agent,https://www.cian.ru/sale/flat/294451935/,3,5,4,100.0,29000000.0,Крестьянская застава
real_estate_agent,https://www.cian.ru/sale/flat/300302895/,6,6,4,106.5,29990000.0,Дубровка
real_estate_agent,https://www.cian.ru/sale/flat/303071113/,3,13,4,82.6,30000000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/303712309/,28,32,4,120.0,34700000.0,Бутырская
real_estate_agent,https://www.cian.ru/sale/flat/307823366/,2,37,4,96.1,35000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304793385/,1,5,4,81.6,35000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/309242068/,10,22,4,102.0,36500000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/308243248/,15,17,4,115.0,37000000.0,Озёрная
real_estate_agent,https://www.cian.ru/sale/flat/304732130/,14,26,4,84.3,37000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308160125/,4,11,4,107.0,38000000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/308235762/,19,30,4,110.0,39550000.0,Рабочий посёлок
real_estate_agent,https://www.cian.ru/sale/flat/299374046/,49,56,4,113.0,39999999.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/306346923/,8,9,4,107.1,39999000.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/308611644/,10,16,4,95.4,40300000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/304613709/,5,6,4,95.4,41000000.0,Бауманская
real_estate_agent,https://www.cian.ru/sale/flat/298527240/,6,9,4,88.0,42350000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/299519307/,27,28,4,110.1,44000000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/307944977/,13,25,4,110.9,44500000.0,Беговая
real_estate_agent,https://www.cian.ru/sale/flat/290880694/,6,8,4,90.0,45000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/302558020/,15,40,4,86.1,46000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/305916316/,12,18,4,102.1,46000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/305958444/,12,18,4,102.1,46000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308168321/,20,28,4,121.0,47000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/307094317/,6,6,4,91.0,48230000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306893708/,9,15,4,103.1,48700000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/308837484/,4,14,4,92.0,49000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/305063382/,7,9,4,89.0,49500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304201217/,6,23,4,114.0,49900000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/301954913/,6,8,4,107.0,50000000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/304330068/,8,14,4,95.7,50000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/307967274/,41,58,4,113.5,51415000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/299517592/,7,24,4,108.0,52100000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/307875437/,3,9,4,84.5,52000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308405014/,11,41,4,99.2,52990000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/301318883/,7,12,4,70.0,52900000.0,Спортивная
realtor,https://www.cian.ru/sale/flat/308232235/,10,14,4,98.07,53500000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/307678373/,19,41,4,100.0,54500000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/307856820/,17,31,4,133.7,55000000.0,Давыдково
real_estate_agent,https://www.cian.ru/sale/flat/307080303/,9,24,4,110.0,54999999.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/306828762/,4,24,4,122.9,55000000.0,Строгино
realtor,https://www.cian.ru/sale/flat/295153747/,10,25,4,95.3,55500000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/304329856/,7,13,4,91.88,55999999.0,Минская
realtor,https://www.cian.ru/sale/flat/305018580/,6,14,4,98.0,56000000.0,Минская
realtor,https://www.cian.ru/sale/flat/309225543/,4,14,4,94.0,57000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/304294184/,10,22,4,106.0,58000000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/304066279/,23,34,4,125.0,57900000.0,Ботанический сад
realtor,https://www.cian.ru/sale/flat/306540647/,13,14,4,95.0,57800000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308980577/,2,21,4,116.0,57997000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/302757750/,13,14,4,95.3,57800000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/301173671/,9,21,4,126.3,58098000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/308760643/,5,14,4,88.7,57900000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/304329812/,6,14,4,98.0,58000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/274265917/,3,38,4,144.0,59000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/307534415/,14,17,4,137.2,59000000.0,Озёрная
real_estate_agent,https://www.cian.ru/sale/flat/298648663/,7,14,4,96.2,60000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/309222735/,5,8,4,75.0,59500000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/292319823/,4,32,4,145.0,59900000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/306935219/,3,7,4,142.6,62000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/308565781/,3,28,4,132.9,63000000.0,Раменки
realtor,https://www.cian.ru/sale/flat/307796630/,4,13,4,102.3,63999000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/303663131/,4,13,4,0.3,64000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/309180426/,9,53,4,97.6,65000000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/306528264/,15,31,4,167.0,65000000.0,Профсоюзная
real_estate_agent,https://www.cian.ru/sale/flat/303217599/,9,22,4,135.3,65000000.0,Профсоюзная
real_estate_agent,https://www.cian.ru/sale/flat/298343428/,13,14,4,95.0,65000000.0,Минская
realtor,https://www.cian.ru/sale/flat/307583160/,3,14,4,96.1,65630250.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308116518/,12,52,4,108.0,66990000.0,Раменки
realtor,https://www.cian.ru/sale/flat/306894662/,11,13,4,126.6,68000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/305763255/,17,17,4,140.0,68000000.0,Давыдково
real_estate_agent,https://www.cian.ru/sale/flat/306894062/,22,32,4,150.0,69000000.0,Октябрьское поле
real_estate_agent,https://www.cian.ru/sale/flat/308064266/,21,30,4,154.0,70000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/303587046/,2,5,4,176.1,70000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/304437045/,4,13,4,115.61,69999999.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/306067726/,6,8,4,132.3,71500000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/302460780/,6,30,4,127.5,72500000.0,Октябрьская
real_estate_agent,https://www.cian.ru/sale/flat/303712054/,20,20,4,151.0,74500000.0,Беломорская
real_estate_agent,https://www.cian.ru/sale/flat/296110373/,4,14,4,101.1,75000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308613181/,8,16,4,112.7,74900000.0,Серпуховская
real_estate_agent,https://www.cian.ru/sale/flat/292286012/,17,17,4,140.0,75000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/300656396/,17,43,4,153.6,75000000.0,Славянский бульвар
real_estate_agent,https://www.cian.ru/sale/flat/308689258/,8,14,4,160.0,75000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/304211896/,8,24,4,99.6,75000000.0,Ботанический сад
real_estate_agent,https://www.cian.ru/sale/flat/304121646/,5,8,4,129.3,77200000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/306751200/,15,25,4,138.0,77500000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/284405795/,9,23,4,160.0,78000000.0,Матвеевская
real_estate_agent,https://www.cian.ru/sale/flat/309089089/,16,21,4,125.2,80000000.0,Марьина Роща
realtor,https://www.cian.ru/sale/flat/306979031/,10,14,4,99.4,83000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/306671409/,11,48,4,168.0,85000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/308948020/,3,15,4,140.0,85000000.0,Шаболовская
real_estate_agent,https://www.cian.ru/sale/flat/308374936/,4,11,4,115.0,85000000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/304564924/,6,6,4,130.0,85000000.0,Трубная
real_estate_agent,https://www.cian.ru/sale/flat/306835145/,9,29,4,144.0,87500000.0,Академическая
real_estate_agent,https://www.cian.ru/sale/flat/304181938/,21,22,4,141.0,86900000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/308253195/,35,76,4,186.0,93000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/305375946/,34,37,4,170.0,94000000.0,Тропарёво
real_estate_agent,https://www.cian.ru/sale/flat/296940812/,12,22,4,160.0,94000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/305507721/,9,18,4,177.0,95000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/296152248/,4,12,4,102.2,95285400.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/309203819/,18,42,4,137.7,97767000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/294564815/,2,19,4,150.0,97900000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/308051208/,4,14,4,114.3,98000000.0,Охотный ряд
real_estate_agent,https://www.cian.ru/sale/flat/308747732/,2,12,4,142.0,99000000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306276572/,5,5,4,130.0,100470000.0,Серпуховская
real_estate_agent,https://www.cian.ru/sale/flat/308906394/,20,24,4,137.1,100000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/308932836/,25,25,4,146.0,101500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/308899356/,25,25,4,146.0,101500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/299609144/,4,7,4,160.0,101119200.0,Боровицкая
real_estate_agent,https://www.cian.ru/sale/flat/296118340/,8,12,4,136.8,102000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/298346043/,8,12,4,137.0,102000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308249744/,13,13,4,140.2,105000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306466084/,3,19,4,150.0,105000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/308888719/,3,5,4,123.0,110000000.0,Красные ворота
real_estate_agent,https://www.cian.ru/sale/flat/303617317/,7,8,4,199.8,110000000.0,Менделеевская
real_estate_agent,https://www.cian.ru/sale/flat/308909512/,7,8,4,135.6,115000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/308208604/,12,25,4,135.0,115000000.0,Матвеевская
realtor,https://www.cian.ru/sale/flat/309030902/,14,17,4,144.6,115680000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/297256666/,4,6,4,192.0,115000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/307746338/,7,14,4,199.4,120000000.0,Менделеевская
real_estate_agent,https://www.cian.ru/sale/flat/305486913/,12,13,4,148.0,122315340.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306509730/,11,21,4,105.0,125000000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/309118695/,5,6,4,155.8,130000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/303975290/,12,19,4,135.0,134000000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/309234940/,4,8,4,160.0,135000000.0,Цветной бульвар
real_estate_agent,https://www.cian.ru/sale/flat/308672660/,6,10,4,154.2,135000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/297055902/,40,53,4,165.0,136122000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/302452563/,9,10,4,181.1,145000000.0,Савёловская
real_estate_agent,https://www.cian.ru/sale/flat/305315562/,3,7,4,135.0,145000000.0,Арбатская
unknown,https://www.cian.ru/sale/flat/308873580/,6,15,4,127.0,145000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/300005780/,20,22,4,200.0,148900000.0,Серебряный Бор
real_estate_agent,https://www.cian.ru/sale/flat/307651289/,41,61,4,136.35,150000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/308875099/,41,61,4,136.35,150000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/306210138/,3,7,4,126.0,151000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/309091969/,3,10,4,154.2,154200000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/309093348/,3,10,4,157.5,157500000.0,Курская
realtor,https://www.cian.ru/sale/flat/296367144/,38,50,4,165.0,158000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/308801544/,48,65,4,132.49,158988000.0,Москва-Сити
realtor,https://www.cian.ru/sale/flat/307718137/,6,10,4,218.8,160000000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/298473997/,25,31,4,168.9,160000000.0,Давыдково
real_estate_agent,https://www.cian.ru/sale/flat/301826505/,14,14,4,150.0,160000000.0,Охотный ряд
real_estate_agent,https://www.cian.ru/sale/flat/290364227/,17,17,4,250.0,160000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/309202253/,4,5,4,250.25,168440000.0,Сухаревская
real_estate_agent,https://www.cian.ru/sale/flat/309173463/,31,35,4,213.0,170000000.0,Тропарёво
real_estate_agent,https://www.cian.ru/sale/flat/307254747/,12,16,4,180.0,169800000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/293024629/,5,5,4,185.0,173900000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/286484906/,2,8,4,125.8,176120000.0,Пушкинская
realtor,https://www.cian.ru/sale/flat/309033741/,5,8,4,176.0,180000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/302082719/,16,18,4,220.0,180000000.0,Студенческая
real_estate_agent,https://www.cian.ru/sale/flat/308282453/,6,7,4,151.6,181920000.0,Павелецкая
realtor,https://www.cian.ru/sale/flat/309033744/,4,8,4,159.3,184000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308566554/,3,10,4,180.0,185000000.0,Минская
realtor,https://www.cian.ru/sale/flat/307528560/,2,11,4,147.36,189000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/307661723/,2,11,4,147.36,188900000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/304330253/,2,11,4,147.36,189000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/298478046/,2,6,4,170.0,194460000.0,Парк Культуры
realtor,https://www.cian.ru/sale/flat/306868109/,3,8,4,165.0,200000000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/300195361/,2,6,4,205.0,203000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/301250901/,34,57,4,180.0,203210700.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/300566778/,4,4,4,257.3,217970000.0,Тверская
real_estate_agent,https://www.cian.ru/sale/flat/309128703/,25,53,4,182.0,220000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306942228/,7,18,4,157.6,228101580.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/300029091/,1,7,4,166.0,229900000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/300707134/,5,5,4,237.0,232900000.0,Чистые пруды
real_estate_agent,https://www.cian.ru/sale/flat/308129838/,19,44,4,245.0,239000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/287282995/,6,7,4,230.7,245000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/300753193/,8,10,4,169.0,245991900.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/300828783/,8,11,4,169.0,246478050.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/296384043/,7,12,4,168.3,250000000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/303877580/,7,7,4,142.0,250000000.0,Театральная
real_estate_agent,https://www.cian.ru/sale/flat/307943588/,5,6,4,158.0,250000000.0,Новокузнецкая
realtor,https://www.cian.ru/sale/flat/309199559/,4,9,4,227.8,255000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307430095/,5,8,4,173.9,260400000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/304330046/,5,8,4,173.9,260400000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308691861/,5,12,4,136.9,280000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/294647705/,4,8,4,203.0,290000000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/291590043/,10,17,4,200.3,291690000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/308627353/,6,6,4,340.0,291690000.0,Добрынинская
real_estate_agent,https://www.cian.ru/sale/flat/306797175/,5,8,4,188.5,291690000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/308625950/,6,7,4,267.3,296400000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/308100341/,1,8,4,180.0,300000000.0,Улица 1905 года
realtor,https://www.cian.ru/sale/flat/302254534/,8,13,4,172.0,299000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/302553046/,2,6,4,167.0,300000000.0,Кропоткинская
realtor,https://www.cian.ru/sale/flat/306174376/,4,8,4,201.6,300000000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/308403494/,6,15,4,135.8,300000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308691869/,3,7,4,191.0,310000000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/306320264/,3,5,4,197.5,316000000.0,Полянка
real_estate_agent,https://www.cian.ru/sale/flat/308341841/,4,8,4,180.0,335000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/287967334/,5,8,4,261.0,340305000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/308799382/,79,82,4,295.0,370000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/307065405/,2,5,4,147.0,400000000.0,Кропоткинская
